,Gender,TypeofDisability,castecategory,Religion,Candidate State,Candidate District,PartnerName,TC State,TC District,TC Constituency,TC Name,SectorName,JobRole,TotalCandidatesinBatch,agegroup,EducationLevel,placed
45080,2,1,1,1,8,339,11,8,337,204,588,4,70,1,1,2,
116212,2,1,1,3,8,135,343,8,231,222,2859,9,36,5,3,3,
117875,2,1,3,3,21,529,45,21,573,497,6434,18,88,1,3,2,
77621,1,1,3,3,3,62,132,3,398,230,171,3,9,1,3,3,
68329,1,1,3,1,30,258,637,30,303,286,4216,9,13,1,3,4,
52906,2,1,3,1,15,107,54,15,104,101,274,3,20,2,2,2,
45659,1,1,1,3,9,392,49,8,269,258,423,9,35,1,4,3,
53789,2,1,3,3,13,26,87,13,26,481,1821,3,3,1,5,4,
135515,2,1,4,4,5,294,61,5,279,266,125,4,7,1,2,2,
9470,1,1,4,3,5,171,67,5,39,162,223,5,42,1,3,3,
120862,2,1,1,1,21,532,99,21,523,464,1596,4,4,1,2,3,
89374,1,1,2,3,1,14,130,25,116,113,249,5,77,1,2,3,
36996,1,1,4,3,8,220,1480,8,218,85,4582,4,4,3,3,2,
135202,1,1,1,3,8,418,40,8,556,143,1887,17,31,1,3,3,
114483,1,1,1,3,1,114,318,1,341,317,1638,6,6,1,3,3,
128906,1,1,3,3,5,180,132,5,402,371,171,5,5,1,3,5,
44679,2,1,3,3,8,59,11,8,59,60,1425,11,69,1,2,3,
50114,2,1,3,3,5,221,497,5,343,320,2330,4,4,6,2,3,
82355,2,1,1,3,3,62,23,3,398,230,6579,6,6,1,2,2,
29545,2,2,1,1,6,131,1592,6,128,50,4996,13,103,12,7,1,
113320,2,1,1,3,16,219,135,16,316,210,513,9,36,1,3,3,
139594,2,1,3,3,3,52,132,3,53,53,171,5,5,1,2,3,
119039,1,1,1,4,5,66,284,5,65,67,738,6,6,1,3,3,
135810,1,1,4,3,8,300,265,8,301,89,817,1,1,1,2,2,
127367,2,1,1,3,3,4,4,3,4,4,4,4,4,1,2,2,
16889,1,1,3,5,7,233,23,7,235,225,2275,7,47,1,4,3,
121820,1,1,1,5,22,155,19,25,153,245,1344,11,30,1,3,5,
126742,1,1,3,3,16,334,1578,16,333,255,4933,1,8,1,5,2,
18197,1,1,3,3,17,64,123,17,63,65,3832,30,133,1,3,3,
6762,2,1,1,3,11,183,858,8,16,16,3265,25,73,1,4,5,
13455,2,1,1,3,5,346,288,5,344,321,603,4,7,1,5,2,
50330,2,1,1,1,5,213,61,5,210,203,302,5,22,2,2,2,
5616,2,1,1,3,6,330,99,6,189,183,260,4,4,1,3,3,
43090,2,1,3,3,3,78,2043,3,76,6,6664,4,4,1,3,2,
96230,2,1,3,5,24,444,38,23,438,402,2246,3,3,1,2,2,
4663,2,1,3,3,3,3,579,3,529,4,2604,15,82,1,3,2,
51167,2,1,3,5,20,61,156,20,61,62,331,4,7,1,3,3,
1523,1,1,4,3,1,14,40,1,14,66,1182,1,1,1,5,2,
116817,2,1,4,1,14,594,45,14,585,424,3422,14,27,1,3,4,
79307,2,1,3,3,6,104,87,6,382,25,1116,14,27,1,3,2,
74678,1,1,3,1,11,21,905,11,21,21,2650,5,22,1,2,3,
41666,2,1,3,3,33,382,52,33,376,350,736,15,32,1,2,2,
132304,1,1,3,3,12,192,379,12,171,48,5599,2,123,1,3,2,
115321,1,1,3,3,3,62,59,3,398,230,808,11,30,1,3,5,
1332,1,1,4,3,11,451,19,11,446,349,1069,3,9,1,3,2,
18572,2,1,3,1,6,181,351,6,180,172,5238,4,4,1,2,3,
87911,2,1,1,3,3,78,501,3,76,6,5902,3,9,2,3,3,
26067,2,1,4,1,6,561,61,6,551,310,1838,10,116,1,1,4,
66459,2,1,3,3,6,79,262,5,39,39,6554,12,17,1,4,3,
31918,2,1,3,1,21,517,436,21,501,450,1691,5,22,1,2,3,
148929,2,1,1,3,1,114,151,1,111,108,203,3,9,1,3,5,
75442,2,1,4,3,12,48,67,12,49,90,109,5,42,1,3,3,
105978,1,1,1,3,18,55,321,18,55,56,616,7,52,1,4,3,
32718,2,1,3,3,8,587,11,8,275,60,421,22,91,1,4,2,
20013,1,1,4,3,8,80,1685,8,78,79,5375,3,44,1,3,3,
80321,2,1,4,3,22,119,136,25,116,259,406,2,2,1,3,2,
119138,2,1,1,5,8,16,144,8,16,16,3505,3,45,1,3,5,
58519,1,1,1,3,5,226,36,5,227,218,5693,19,101,1,4,3,
47082,1,1,4,1,11,108,135,11,105,84,362,17,72,1,3,2,
104334,2,1,2,3,11,370,19,11,300,284,695,3,20,1,2,5,
76527,1,1,2,6,20,648,142,20,654,528,4349,2,123,1,4,3,
63480,1,1,1,3,24,444,761,23,438,402,4313,1,1,2,3,2,
73582,1,1,3,3,15,44,619,15,45,44,4855,7,11,1,4,3,
145314,2,1,3,3,8,74,11,8,72,74,470,3,3,1,3,5,
132245,1,1,1,3,22,238,259,25,241,229,3340,1,1,1,3,2,
113509,1,1,1,3,8,206,194,8,203,196,1042,9,13,1,3,3,
110659,1,1,3,1,23,81,1322,22,79,526,4062,1,1,1,5,3,
101887,2,1,4,4,5,294,61,5,279,266,125,5,22,1,3,3,
51709,1,1,3,3,8,449,315,8,16,16,1152,1,24,1,3,2,
123066,2,1,3,3,4,312,502,4,313,297,3278,2,68,1,3,2,
95508,1,1,3,5,18,338,534,18,336,206,1177,3,20,1,3,3,
112364,1,1,4,3,14,446,545,14,440,233,3443,17,31,1,2,2,
116976,2,1,4,1,13,176,84,13,176,167,713,3,38,1,2,6,
134228,2,1,1,3,6,140,2060,6,137,246,6706,6,6,1,3,3,
40540,2,1,3,4,8,205,16,8,502,33,2054,3,9,1,4,2,
72088,2,1,1,2,23,368,84,22,391,360,2403,3,3,1,2,2,
54396,2,1,1,1,5,151,64,5,149,144,1173,4,70,2,2,3,
81346,2,1,3,1,5,151,268,5,149,144,466,3,9,1,1,3,
134705,2,1,3,3,4,437,5,4,5,5,5,22,91,1,4,4,
105972,2,1,1,3,6,131,291,6,128,50,539,26,119,6,5,2,
82204,1,1,1,3,8,80,859,8,78,79,2242,7,62,1,3,2,
63813,1,1,1,1,17,646,135,17,486,372,1273,17,75,1,3,3,
128868,1,1,1,3,13,553,84,13,545,477,1798,4,4,7,3,5,
135252,1,1,3,3,5,7,92,5,7,7,5386,7,11,1,3,2,
110134,2,1,3,3,3,78,840,3,76,6,2185,3,45,1,2,4,
66946,1,1,3,3,28,217,44,28,215,208,2645,7,47,1,3,2,
23085,1,1,4,3,16,100,34,16,96,94,1603,6,6,1,3,3,
63492,2,1,1,3,20,266,200,20,238,107,795,9,13,8,4,3,
132643,1,1,2,1,13,34,45,13,34,103,553,25,87,1,2,3,
74013,1,1,3,3,15,96,266,15,93,45,1814,1,1,1,4,5,
84226,2,1,1,1,5,27,592,5,27,27,4949,5,22,1,2,2,
137795,2,1,3,3,3,69,3,3,68,4,82,3,3,1,3,2,
2595,1,1,2,3,1,428,45,1,430,394,1760,5,5,10,3,3,
141098,1,1,1,3,6,104,757,6,382,25,1916,3,39,1,2,2,
112633,2,1,1,1,1,182,255,1,188,182,1809,3,3,1,2,3,
110273,2,1,3,5,18,375,59,18,515,122,1524,14,27,1,3,5,
35117,1,1,3,3,3,62,132,3,398,230,171,7,10,1,3,2,
103658,1,1,3,3,14,336,135,17,305,288,1724,1,59,1,5,1,
125696,2,1,3,1,21,532,436,21,523,464,3900,5,22,1,2,2,
24198,2,1,4,3,3,9,49,3,9,9,2635,9,35,5,3,3,
102600,1,1,1,3,7,233,45,7,235,225,1355,4,7,1,3,3,
67086,1,1,4,3,3,4,4,3,4,4,4,5,66,1,2,3,
33333,2,1,4,3,8,326,1946,8,202,33,6319,4,4,1,2,2,
128859,1,1,3,1,9,86,61,9,84,117,166,8,28,1,2,3,
130100,2,1,1,3,3,4,2033,3,4,4,6636,3,38,1,4,2,
106634,2,1,3,3,5,365,11,5,364,346,718,11,69,1,3,5,
86282,1,1,3,3,3,169,401,3,167,3,5208,9,35,1,2,2,
71489,2,1,3,2,22,138,14,25,135,341,693,5,42,14,2,3,
54264,1,1,3,3,25,539,59,24,500,198,1655,9,35,2,2,3,
37060,2,1,3,3,6,131,257,6,128,50,1762,11,69,1,3,3,
12688,2,1,1,3,11,108,59,11,105,102,925,12,17,1,4,5,
39224,2,1,1,3,5,109,341,5,107,104,2890,3,9,2,4,3,
29945,1,1,3,3,12,267,67,12,174,201,2589,5,5,1,4,3,
88131,2,1,1,5,5,259,219,5,179,171,696,18,108,1,2,2,
92142,2,1,1,1,22,154,19,25,152,147,198,6,55,1,3,5,
73901,1,1,3,5,21,269,245,21,271,262,409,1,1,1,4,3,
32140,1,1,4,3,5,109,107,5,107,104,134,3,9,1,2,3,
16470,1,1,1,3,8,230,65,8,233,88,339,1,1,1,3,2,
137968,2,1,1,3,23,204,192,22,201,511,2706,3,3,1,2,3,
29462,1,1,3,1,13,123,59,13,331,311,1076,2,123,1,4,3,
23916,1,1,1,1,5,475,73,5,467,419,606,8,28,1,3,3,
42588,1,1,4,1,15,110,108,15,101,98,135,1,59,17,2,2,
5760,1,1,3,3,3,9,1042,3,9,9,2967,1,1,1,4,2,
125718,2,1,3,1,4,185,756,4,183,404,2480,4,4,1,4,3,
122566,2,1,4,3,5,43,77,5,219,43,462,4,4,1,3,2,
34827,2,1,1,3,6,17,170,6,17,17,238,24,67,1,4,2,
18264,1,1,4,3,12,48,45,12,171,48,957,17,31,1,4,5,
490,2,1,3,3,5,290,11,5,289,274,453,4,4,1,4,2,
61486,2,1,1,5,6,8,501,3,9,9,7169,6,81,2,4,5,
27943,2,1,1,5,6,12,1842,6,12,8,6000,9,76,1,4,3,
99018,1,1,1,3,5,406,98,5,435,399,119,1,8,1,2,5,
7338,1,1,3,4,4,473,896,4,465,418,3415,1,1,1,3,2,
12701,1,1,1,3,11,108,59,11,105,102,925,9,35,1,3,3,
134049,2,1,1,4,5,42,1502,5,43,42,4660,18,169,3,3,2,
116872,1,1,3,1,4,302,178,30,458,286,1112,5,42,1,3,5,
23002,2,2,3,3,11,93,629,11,498,449,3817,13,85,6,5,5,
81604,2,1,4,3,6,25,87,6,25,50,491,12,17,1,2,3,
4323,1,1,1,1,18,313,142,18,315,299,511,1,1,1,5,2,
101284,1,1,1,3,6,83,806,6,81,192,5762,1,1,1,4,2,
7038,1,1,1,3,16,82,157,16,80,81,490,3,20,1,3,3,
112215,1,1,1,1,9,501,38,9,490,440,1338,1,54,1,5,3,
10451,2,1,4,3,1,182,54,1,64,114,2133,6,55,1,4,3,
71636,1,1,4,3,21,384,87,21,378,352,740,1,8,1,2,2,
80987,2,1,4,3,11,370,19,11,300,284,695,4,4,1,2,3,
82923,1,1,3,3,9,177,169,9,177,168,743,4,7,1,3,3,
147518,2,1,1,1,8,276,49,8,269,258,423,4,7,1,2,2,
145519,1,1,1,3,11,244,816,11,246,408,2109,7,11,1,3,2,
105850,1,1,1,5,8,622,506,8,623,354,4134,1,1,1,3,3,
61984,1,1,3,3,15,207,219,15,239,186,2506,3,45,1,3,3,
126321,1,1,3,4,4,347,217,4,345,322,3831,1,24,1,3,5,
107099,2,1,1,1,22,174,14,25,248,307,1306,6,6,1,4,6,
119251,2,1,1,4,6,12,153,6,12,12,2145,15,32,1,3,2,
106749,2,1,3,3,9,277,393,9,589,531,5107,14,204,1,2,2,
32669,1,1,3,5,20,61,258,20,61,62,2214,9,35,1,4,3,
12588,2,1,3,3,14,51,1441,14,52,52,4476,5,5,18,3,3,
140682,1,1,3,3,5,42,8,5,43,42,1676,7,138,1,4,3,
102433,2,1,3,3,12,267,67,12,268,201,653,5,5,1,4,3,
77753,2,1,4,3,5,213,567,5,103,100,1279,11,30,1,4,5,
97535,1,1,1,3,11,244,87,11,246,236,361,7,62,1,3,3,
119386,1,1,3,3,13,176,26,13,176,167,3427,10,65,12,5,2,
93002,1,1,2,3,5,187,36,5,185,178,1178,1,24,8,3,2,
48245,2,1,3,3,6,140,216,3,35,35,1482,7,10,1,6,2,
5061,2,2,1,3,11,383,402,5,179,247,788,18,88,1,4,2,
110307,1,1,3,3,13,50,59,13,51,194,843,1,24,1,2,2,
81527,2,1,1,3,4,37,178,4,37,37,1068,11,30,1,3,5,
149454,1,1,1,3,5,66,73,5,65,67,606,7,10,1,2,3,
18297,1,1,2,1,16,405,45,16,264,255,393,1,24,12,3,2,
69886,1,1,4,3,8,206,789,8,16,16,6376,3,9,2,3,3,
106469,1,1,4,8,15,96,1350,15,93,45,4149,1,1,1,5,2,
23663,1,1,1,3,1,190,54,1,188,182,4202,6,6,1,3,5,
47766,1,1,2,3,8,91,262,8,89,275,4761,12,17,1,3,5,
15512,2,1,1,3,21,620,45,21,619,503,4294,9,43,1,4,3,
11271,2,1,1,3,11,391,19,17,54,55,4237,3,45,5,3,3,
24489,2,1,3,3,17,67,443,17,66,68,906,9,43,1,3,3,
63767,2,1,1,1,21,517,87,21,501,450,1441,18,88,1,2,2,
21595,1,1,3,5,9,70,76,9,69,70,84,1,1,1,6,2,
52689,2,1,4,3,8,16,685,8,16,16,2639,9,130,1,4,3,
27942,2,1,3,4,24,393,19,23,146,285,485,6,81,7,3,5,
135724,2,1,3,4,5,42,106,5,43,42,133,24,67,1,3,2,
117772,2,1,1,3,5,58,64,5,58,59,68,3,38,2,2,3,
44991,2,1,1,3,11,356,54,11,355,330,1970,9,36,1,4,3,
123596,1,1,1,5,22,174,130,25,248,307,663,1,8,2,5,2,
87429,2,1,3,5,11,448,45,11,442,405,4767,9,35,14,3,3,
17528,1,1,1,3,14,200,19,14,196,40,1339,1,1,2,5,3,
27982,2,1,1,3,5,213,30,7,126,13,164,3,3,1,2,3,
108952,2,1,2,1,8,206,65,8,203,196,1593,12,100,1,7,2,
97031,1,1,3,3,4,562,290,4,513,457,1510,4,4,1,3,5,
145466,1,1,2,3,6,455,99,6,451,139,1082,4,4,1,3,2,
34743,1,1,3,3,11,448,45,11,442,405,4767,9,35,1,3,3,
65724,1,1,3,3,5,281,107,5,278,265,4435,1,1,1,3,2,
68796,1,1,3,3,11,141,59,11,138,134,179,1,24,1,5,3,
56083,1,1,3,1,5,7,142,5,7,7,507,7,11,1,3,3,
112646,2,1,1,1,14,241,54,14,243,233,357,4,4,1,4,2,
116955,1,1,3,3,1,14,151,1,64,66,589,5,42,1,2,5,
123291,2,1,1,3,5,171,39,5,39,39,1862,3,9,1,3,3,
116871,2,1,3,3,15,254,432,15,257,248,4608,3,9,2,3,3,
64259,2,1,1,1,8,106,411,8,102,99,3272,24,67,1,2,3,
48294,2,1,3,5,1,65,136,1,64,66,1160,5,66,1,3,3,
35585,1,1,1,2,23,368,395,22,391,360,777,11,30,6,4,5,
91205,1,1,1,3,8,15,227,8,15,15,371,7,11,1,4,2,
10906,2,1,3,1,11,530,343,11,522,463,2782,5,42,1,3,4,
38362,1,1,4,3,4,473,498,4,465,418,4653,1,8,1,5,2,
40275,1,1,3,7,15,105,619,15,100,98,6030,27,126,8,4,3,
31691,1,1,1,3,5,494,1802,5,584,502,5846,21,53,1,3,3,
74903,1,1,4,3,22,174,136,25,248,169,3022,5,5,1,3,5,
9759,2,1,4,1,5,226,296,5,227,218,3970,5,5,1,2,2,
48034,2,1,1,3,6,25,430,6,25,50,1656,3,9,1,3,3,
102195,2,1,4,3,5,118,73,5,115,240,372,3,19,1,3,5,
12303,1,1,4,7,15,344,9,15,223,216,4423,1,1,1,2,2,
87987,1,2,4,3,5,483,577,5,190,334,1302,13,6,1,6,2,
28276,1,1,3,3,3,69,133,3,68,4,4168,7,47,1,3,2,
90630,2,1,4,1,13,310,87,13,172,474,1782,12,17,1,3,3,
119529,1,1,1,3,9,77,36,9,75,211,3210,29,98,1,3,3,
21492,1,1,3,3,19,390,156,19,385,356,1336,1,1,12,4,3,
88838,1,1,1,3,1,322,151,1,323,305,536,7,11,1,3,2,
39996,1,1,3,3,21,384,87,21,378,352,740,1,8,1,4,5,
39042,1,1,1,1,16,355,948,16,354,329,2848,9,76,1,1,2,
87278,2,1,1,3,8,339,11,8,337,204,588,3,3,2,3,4,
65489,1,1,3,5,5,101,182,5,190,334,838,1,24,2,6,3,
53022,1,1,1,3,5,201,341,5,197,190,2644,1,1,1,4,2,
39051,2,1,4,1,15,254,946,15,257,280,2586,19,40,2,5,2,
44036,2,1,1,3,8,276,34,8,269,258,5316,6,6,1,3,2,
55522,2,1,4,3,1,114,222,1,111,231,355,5,42,1,2,2,
29540,1,1,3,4,11,108,421,6,208,202,1452,7,10,1,7,5,
129156,2,1,1,3,3,52,526,6,8,8,1151,22,91,6,2,2,
88022,2,1,4,3,12,30,861,12,30,30,6603,4,7,1,2,3,
34227,1,1,3,3,22,174,744,25,248,238,1873,1,1,18,5,3,
7180,2,1,4,1,11,341,135,11,339,315,593,28,63,1,2,3,
77217,1,1,3,1,24,519,19,23,503,451,1454,6,55,1,3,3,
112073,2,1,3,3,8,245,1380,8,247,237,4285,11,79,1,2,3,
49210,1,1,4,1,6,330,1087,6,189,183,3157,1,24,1,2,3,
78717,2,1,3,3,18,632,1981,18,596,364,6445,3,45,1,3,3,
20231,1,1,3,1,32,617,868,32,591,355,2276,5,77,1,4,3,
63127,2,1,3,1,24,566,38,23,552,483,1865,12,17,1,5,2,
145734,1,1,4,3,5,187,126,5,185,178,5922,3,45,1,5,3,
63677,1,1,3,1,4,37,5,4,37,37,5,12,17,1,5,2,
35040,1,1,3,4,8,276,896,8,269,258,5075,6,6,1,3,2,
70410,1,1,1,3,5,56,130,5,103,100,2492,11,30,1,4,5,
142747,2,1,4,3,3,35,652,3,35,35,1561,3,20,1,2,2,
70033,2,1,3,1,14,51,54,14,52,52,56,4,4,2,3,3,
991,2,1,1,3,14,200,418,14,196,189,839,4,4,1,1,3,
125146,2,1,3,3,6,330,842,6,137,133,2193,4,7,1,2,3,
94054,1,1,3,1,13,397,87,13,26,261,570,6,55,1,2,3,
109290,1,1,3,8,8,149,310,8,147,179,594,1,1,1,4,5,
85695,1,1,3,3,22,154,19,25,152,147,198,11,16,1,3,5,
46776,2,1,4,3,15,254,232,15,257,248,382,6,6,1,4,3,
123836,1,1,1,3,5,43,135,5,44,43,1352,1,24,1,3,2,
19483,1,1,1,3,5,58,714,5,58,59,3464,1,1,1,6,2,
27059,2,1,3,3,5,151,39,5,149,144,5941,3,9,17,3,5,
103792,1,1,1,3,1,190,1,1,188,182,3045,5,5,1,2,2,
84948,1,1,3,5,20,116,1656,20,113,110,5232,1,1,2,4,5,
48646,1,1,4,1,5,11,11,5,11,11,11,4,4,1,3,5,
70733,2,1,3,3,8,214,91,8,211,204,306,11,30,1,3,3,
61403,2,1,1,3,17,64,123,17,63,65,3832,3,20,1,3,3,
140801,1,1,3,3,8,372,734,8,403,423,7235,1,1,1,4,5,
20176,2,1,3,1,5,271,61,5,219,43,702,5,48,1,2,2,
38674,2,1,3,3,8,188,1233,8,186,36,3716,15,32,1,2,3,
98043,1,1,4,1,15,282,159,15,491,429,1350,5,22,1,3,3,
148210,1,1,3,1,18,338,59,18,336,206,746,4,4,1,4,5,
64156,2,1,1,3,5,42,43,5,43,42,2654,5,5,1,3,3,
59879,2,1,1,3,24,454,38,23,449,410,1133,3,38,1,3,5,
46268,1,1,4,1,16,261,142,16,431,395,1648,6,55,1,3,3,
131796,2,1,3,5,9,292,1119,9,292,277,6245,9,36,1,4,3,
53356,2,1,1,3,11,256,168,19,175,61,234,26,78,1,5,2,
5443,1,1,1,3,5,101,182,5,190,334,838,7,10,1,4,2,
64082,2,1,1,1,8,300,11,8,301,89,483,3,3,1,2,3,
122997,1,1,3,1,13,26,84,13,26,26,115,7,47,1,2,5,
128517,2,2,2,3,17,567,522,17,555,165,1882,13,41,1,6,2,
146853,2,1,3,4,5,109,2150,5,107,104,6990,18,88,1,3,2,
128844,1,2,1,3,11,399,293,11,560,236,2839,13,36,1,3,2,
96518,1,1,4,3,5,213,426,5,210,203,860,1,1,1,3,3,
147387,2,1,4,3,3,4,63,3,4,4,4558,3,9,1,3,3,
34131,2,1,1,3,6,140,1100,6,137,133,243,10,14,1,3,2,
116054,2,1,3,5,21,491,99,21,483,432,1261,4,4,6,3,2,
113056,2,1,1,3,5,259,293,5,179,171,1571,21,53,1,3,3,
98889,2,1,2,3,8,410,11,8,406,374,856,1,8,6,4,2,
62141,2,1,2,1,6,209,957,6,205,199,5072,15,82,1,2,2,
87203,2,1,3,3,13,123,59,13,119,116,1392,26,119,1,4,2,
133363,2,1,1,3,18,313,142,18,370,299,1053,12,17,1,5,3,
78277,1,1,3,3,17,303,135,17,305,288,1724,6,55,1,3,3,
88815,2,1,3,1,18,251,957,18,253,242,4500,5,5,1,3,3,
42019,2,1,4,7,15,44,156,15,45,44,5591,3,9,6,4,3,
131286,1,1,1,3,5,285,912,5,284,158,6125,1,1,1,3,2,
331,1,1,1,4,16,219,135,16,217,210,315,17,75,1,2,2,
120979,1,1,1,1,8,276,776,8,269,258,4703,6,6,1,5,5,
8262,1,1,3,4,8,318,11,8,247,237,832,1,1,1,2,2,
136567,2,1,2,3,16,219,135,16,316,210,513,9,36,1,4,3,
103708,2,1,1,4,3,9,812,3,9,9,2081,9,13,1,2,2,
120270,2,1,3,3,11,256,943,11,259,250,2578,4,4,5,3,3,
69287,1,1,1,3,30,258,720,30,303,286,1805,1,8,6,3,2,
83221,1,1,3,1,24,371,19,23,368,213,700,3,9,1,2,5,
18320,1,1,1,3,1,190,255,1,14,123,1199,4,7,1,3,3,
33188,1,1,1,1,5,259,59,5,179,171,708,1,24,1,4,3,
132834,2,1,1,3,6,140,13,6,137,133,2869,4,4,1,2,3,
121030,2,1,4,1,11,341,135,11,339,315,593,4,7,1,3,2,
98474,2,1,3,4,15,254,219,15,257,280,542,3,45,12,3,3,
31787,1,1,1,4,15,96,480,15,93,45,1049,1,1,1,4,3,
5825,2,1,1,1,4,562,296,4,421,489,2988,14,27,1,3,4,
86317,2,1,3,1,5,406,98,5,435,399,119,19,40,1,2,3,
136582,1,1,3,3,4,430,707,4,421,389,1968,1,1,1,7,3,
116625,2,1,1,3,5,352,45,5,349,326,619,9,35,1,4,3,
142075,2,1,3,3,20,113,45,20,110,174,1841,9,35,1,3,3,
30100,2,1,4,4,13,579,59,13,570,495,2154,25,73,1,3,5,
63460,2,1,4,3,6,8,1241,6,8,8,3742,4,7,1,3,3,
107037,2,1,3,3,7,233,1459,7,235,225,4528,3,19,1,6,5,
13905,1,1,3,3,5,346,11,5,344,321,1185,4,4,1,3,3,
131426,1,1,1,1,22,154,342,25,152,173,655,1,8,1,6,2,
69049,1,1,1,3,5,56,567,5,103,100,1279,11,30,1,4,5,
23217,2,1,1,3,5,409,45,5,405,373,855,9,35,1,4,3,
106080,1,1,3,5,20,533,872,20,525,161,2304,5,5,1,2,3,
21141,2,1,2,3,16,472,123,16,463,156,1134,2,60,1,2,3,
81000,2,1,1,3,16,261,1405,16,431,395,6400,8,28,1,3,3,
39169,1,1,4,3,20,266,186,20,238,107,4184,1,1,1,2,2,
123999,1,1,1,3,5,352,98,5,584,502,2281,1,24,2,3,3,
73166,1,1,4,4,15,45,220,15,46,45,4893,1,1,1,5,2,
63934,2,1,3,1,3,133,4,3,130,64,425,5,77,1,2,2,
72281,1,1,1,3,11,530,54,11,522,463,1870,9,36,1,3,3,
104620,1,1,4,3,5,58,1538,5,343,320,4784,7,52,14,4,5,
99214,1,1,3,3,5,101,11,5,190,334,3736,1,1,7,3,3,
149630,1,1,3,1,12,23,67,12,57,23,141,8,28,1,2,2,
59271,1,1,4,3,1,190,259,1,188,182,445,5,5,1,4,3,
97408,1,2,4,3,1,182,14,1,484,73,1353,6,41,1,4,5,
115071,1,1,3,3,5,136,554,5,133,128,1233,5,42,1,3,5,
36749,2,1,3,1,11,183,114,11,181,145,1429,3,19,1,3,2,
73818,2,1,3,1,4,456,38,4,505,486,3755,19,101,1,2,4,
13937,1,1,3,3,14,40,579,14,40,270,1888,3,9,1,3,3,
69078,1,1,2,3,25,117,113,24,114,111,144,31,173,1,7,2,
104737,2,1,3,3,12,462,67,12,49,90,109,11,30,1,3,5,
122574,2,1,1,3,5,66,73,5,65,67,3223,3,9,1,2,3,
140865,2,1,3,4,13,84,59,13,187,82,365,12,17,1,3,3,
95735,1,1,1,3,21,620,45,21,619,503,4294,5,5,1,3,3,
148538,1,1,4,3,4,367,546,4,365,176,3093,11,30,1,4,5,
71392,1,1,3,3,22,153,14,25,151,243,375,1,24,1,6,2,
44197,1,1,3,3,24,284,87,23,283,269,436,5,66,1,3,3,
38921,2,1,3,3,11,183,114,11,181,145,1429,3,3,9,3,3,
118034,2,1,1,3,6,12,67,6,137,246,5741,23,63,1,4,2,
33957,2,1,3,1,10,199,297,10,195,20,961,7,121,1,4,3,
57878,1,1,3,4,3,6,648,3,6,6,1553,7,47,1,2,2,
62100,2,1,3,1,13,84,59,13,82,82,98,1,24,1,7,2,
62202,2,1,3,3,5,159,1511,5,156,151,4684,3,45,1,3,3,
131016,1,1,3,5,13,414,59,13,410,379,882,17,31,1,4,2,
44420,1,1,1,7,15,263,496,15,260,251,1401,3,9,2,3,4,
86467,1,1,1,3,8,300,265,8,301,89,817,7,52,1,4,2,
62610,2,1,3,3,1,114,259,1,14,123,1180,3,9,1,4,4,
148138,1,1,3,4,20,266,200,20,238,107,2220,1,1,1,3,2,
94820,2,1,3,3,6,25,316,15,101,98,4622,3,9,1,3,3,
71117,1,1,3,3,13,122,23,13,118,197,3444,27,146,6,4,6,
84435,1,1,1,3,12,267,132,5,359,333,171,5,5,1,4,3,
64087,2,1,3,3,12,97,23,12,57,23,4818,11,30,1,3,5,
39674,2,1,3,5,18,508,1908,18,494,118,6212,3,9,9,3,3,
144902,1,1,3,3,13,123,59,13,331,311,1076,2,123,1,4,3,
120245,2,1,1,3,6,104,75,6,382,25,6738,3,38,1,2,3,
38591,1,1,4,3,22,121,290,25,356,335,6532,11,16,3,5,6,
4147,1,1,3,1,20,116,19,20,113,110,142,6,41,1,4,5,
125202,1,1,1,5,7,373,30,7,126,13,164,1,24,1,3,2,
131291,1,1,3,3,3,52,132,3,53,53,171,1,1,8,3,2,
57474,2,1,1,3,11,350,45,11,347,323,2319,12,17,1,5,3,
85115,2,1,3,1,21,130,420,21,127,124,844,3,19,1,2,3,
13495,1,1,4,3,3,78,1198,3,120,230,3566,9,35,1,5,2,
64959,2,1,1,3,11,295,114,11,295,279,3327,3,9,7,3,3,
84364,1,1,3,3,25,117,113,24,114,111,144,10,56,1,3,2,
95265,1,1,3,5,8,16,91,8,16,16,620,30,99,1,5,2,
102910,1,1,1,7,15,223,87,15,221,214,1375,1,59,1,3,2,
125281,2,1,1,3,8,270,248,8,231,222,413,3,20,1,3,2,
32310,2,1,1,1,5,171,99,5,39,39,599,19,40,1,2,2,
15210,1,1,3,5,12,321,74,12,169,163,2397,4,4,1,3,2,
34603,2,1,3,3,12,23,247,12,23,23,411,12,17,1,3,2,
20769,2,1,3,1,8,15,239,8,15,15,5440,5,42,1,4,3,
34363,2,1,1,3,3,158,43,3,280,41,432,12,17,1,2,3,
149811,2,1,3,3,13,134,59,13,131,126,534,9,35,1,4,2,
28145,2,1,1,3,5,151,64,5,149,144,1173,3,45,1,5,3,
49575,1,1,4,3,19,60,65,19,60,61,70,6,6,1,3,3,
87878,1,1,1,3,12,161,1812,12,174,201,5881,4,4,1,2,2,
122260,1,1,4,1,5,221,44,5,412,119,885,5,66,2,1,2,
31464,1,1,2,3,8,91,65,8,89,88,241,6,6,1,3,2,
141841,1,1,3,3,8,16,331,8,16,16,640,7,11,1,2,3,
8190,2,1,3,3,6,25,490,6,25,50,3612,7,10,1,3,3,
138823,2,1,1,4,5,259,341,5,179,171,2972,21,53,12,2,5,
